Номенклатура,Артикул,Группа,Стоимость,Прибыль,Предмет,Оборот в месяц,Цена остатка,Рентабельность,Базовая,Акция -8,Цена акция|Обычная,Рентабельность с акцией,Разница рент,Акция -15,Цена акция|Обычная,Рентабельность с акцией,Разница рент,Новая рентабельность,Продажи,Продажи за вчера,Тренд,Прибыль 2021,Дней в продаже,Цена остатка на стоках,Склад WB,FBS,Ожидание,Мойсклад,Оборачиваемость,Закончится через,Оборачиваемость склада,Обор посл день (весь),Обор посл день ВБ,Дней на сайте,Себес,Комиссия,Логистика ВБ,Литраж,Логистика литраж,Логистика мпстатс,Прибыль с партии,Прибыль с партии нов,Прибыль в мес,Новая прибыль,Изменение цены на...,Новая цена,Новая базовая,Прибыль новая,Новая комиссия,Упаковка,Платная приемка,Офис,Хранение в мес,Налог 1.5% + расход на рекламу 2.5%,% брака
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
30043887,kashpo_d25,Неликвид/Весна - лето / Неликвид,548,-126,Товары для минисада,986,,-23%,783,461,-88,-13%,-10%,414,-135,-25%,12%,-23%,0.1,0,0.0,-968,0,#N/A,#N/A,0,0,0,0,,999,999,999,125,312,93,88,17,166,151,#N/A,#N/A,-227,-227,,548,783,-126,93,22,39,30,10,22,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
28111425,drenazh5_10_3,Неликвид/Весна - лето / Неликвид,195,-86,Дренажи,0,0,-44%,279,0,-196,,-44%,0,-196,,0%,-44%,0.0,0,0.0,18489,0,0,0,0,0,0,0,,999,999,999,57,74,33,88,0,80,73,0,0,0,0,,195,279,-86,33,47,45,30,5,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14646672,sharlotta100zel,Актив,450,51,Шапочки косметические,1755,,11%,643,379,-72,13%,-1%,372,-79,11%,2%,11%,0.1,0,0.0,11518,0,#N/A,#N/A,0,0,0,0,,999,999,999,40,159,77,88,1,80,73,#N/A,#N/A,197,197,,450,643,51,77,22,39,30,5,18,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26993519,kormushkaptic_krasnN,Неликвид,700,-85,Кормушки для животных,0,1335,-12%,1166,594,-107,1%,-13%,583,-118,-1%,2%,-12%,0.0,0,0.0,66241,30,1335,5,0,0,0,0,,999,999,999,71,267,119,88,23,213,193,-424,-424,0,0,,700,1166,-85,119,99,39,30,13,28,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
38417236,gorshok_alisa,Актив/Актив / Внесезонные,256,3,Кашпо,77491,13590,1%,365,272,15,32%,-31%,257,0,28%,4%,1%,10.1,5,0.5,10029,11,10305,189,40,0,113,19,30,30,65,40,72,45,44,88,2,80,201,818,818,820,820,,256,365,3,44,37,120,30,5,10,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26993866,korzinaluk_kvadrat_zelN,Неликвид,193,-21,Сажалки,0,,-11%,276,162,-32,10%,-21%,160,-34,9%,1%,-11%,0.0,0,0.0,3244,0,#N/A,#N/A,0,0,6,0,,999,999,999,96,30,39,88,1,80,73,#N/A,#N/A,0,0,,193,276,-21,39,22,39,30,5,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
18220371,gerjhroz_d48chern,Неликвид,415,-54,Опоры для растений,0,,-13%,638,0,-416,,-13%,331,-85,-12%,12%,-13%,0.0,0,0.0,19219,0,#N/A,#N/A,0,0,0,0,,999,999,999,84,183,83,88,10,117,106,#N/A,#N/A,0,0,,415,638,-54,83,22,120,30,7,17,11
46083463,gorshok_adel2N,Актив/Актив / Внесезонные,411,36,Кашпо,214789,81704,9%,587,374,-38,18%,-9%,340,-72,10%,8%,9%,17.4,5,0.3,18418,30,40373,337,0,0,345,19,39,39,136,67,40,120,70,88,3,80,233,24533,24533,18799,18799,,411,587,36,70,47,120,30,5,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
111968458,podstavkashar16_2,Актив,887,226,Подставки для воздушных шаров,400747,103208,25%,934,785,-103,23%,2%,719,-169,17%,6%,25%,15.1,7,0.4,0,30,98009,377,0,500,20,25,60,26,60,57,72,260,151,88,2,80,136,89735,89735,102121,102121,,887,934,226,151,85,39,30,5,35,16
26999826,gladil_zagim_belN,Актив/Актив / Внесезонные,270,-8,Чехлы для гладильных досок,182655,46839,-3%,338,296,25,29%,-32%,272,1,23%,6%,-3%,22.6,9,0.4,105547,30,28215,353,0,0,233,16,26,26,65,39,72,80,46,88,1,80,300,-4603,-4603,-5314,-5314,,270,338,-8,46,22,45,30,5,11,5
26478687,kustoderzh28_120_4k,Неликвид/Весна - лето / Неликвид,479,-46,Колышки садовые,0,0,-10%,684,0,-480,,-10%,0,-480,,0%,-10%,0.0,0,0.0,32666,0,0,0,0,0,0,0,,999,999,999,50,203,96,88,0,80,73,0,0,0,0,,479,684,-46,96,80,45,30,5,19,12
26481364,kustoderzh28_90_3k,Неликвид/Весна - лето / Неликвид,246,-180,Колышки садовые,0,0,-73%,351,0,-247,,-73%,0,-247,,0%,-73%,0.0,0,0.0,14737,0,0,0,0,0,0,0,,999,999,999,85,161,49,88,0,80,73,0,0,0,0,,246,351,-180,49,81,45,30,5,10,10
88154056,sharkolonna130_2N,Актив/Новинки,790,155,Подставки для воздушных шаров,167322,143450,20%,1129,604,-187,6%,14%,575,-216,1%,4%,20%,7.1,3,0.4,0,30,72480,240,0,0,235,34,67,67,158,80,72,302,134,88,1,80,202,73839,73839,32924,32924,,790,1129,155,134,34,39,30,5,32,18
26990832,grunt_orhideiN,Актив,378,24,Грунты для растений,98091,31264,6%,540,413,34,30%,-23%,380,1,24%,6%,6%,8.7,3,0.3,33695,30,31264,244,0,0,0,28,28,28,91,91,72,128,64,88,2,80,93,5898,5898,6273,6273,,378,540,24,64,24,120,30,5,15,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
112360049,naborkonserv7,Актив/Новинки,686,187,Стерилизаторы для банок,0,0,27%,980,0,-687,,27%,0,-687,,0%,27%,0.0,0,0.0,0,0,0,0,0,0,0,0,,999,999,999,0,172,130,88,3,80,73,0,0,0,0,,686,980,187,130,44,39,30,5,27,10
26251350,dobryi_pom_torf50,Неликвид/Весна - лето / Неликвид,1714,668,Торфы,0,,39%,2449,0,-1715,,39%,0,-1715,,0%,39%,0.0,0,0.0,77765,0,#N/A,#N/A,0,0,1,0,,999,999,999,42,260,343,88,31,268,244,#N/A,#N/A,0,0,,1714,2449,668,343,44,120,30,17,69,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
25757808,parnik_udachniy35_4N,Неликвид/Март / Сезонные,900,-122,Парники,8640,3571,-14%,1500,375,-526,-91%,77%,345,-556,-106%,16%,-14%,0.3,1,3.1,156767,30,3571,10,0,0,0,31,31,31,10,10,241,357,180,88,37,312,284,-1224,-1224,-1175,-1175,,900,1500,-122,180,66,150,30,20,36,21
74225252,lentabordur_02x9gofkrasnN,Неликвид/Весна - лето / Неликвид,530,-33,Ленты бордюрные садовые,0,0,-6%,757,0,-531,,-6%,0,-531,,0%,-6%,0.0,0,0.0,0,0,0,0,0,0,0,0,,999,999,999,122,243,106,88,8,102,92,0,0,0,0,,530,757,-33,106,41,45,30,6,21,15
32764193,lentabordur_02x9gofterrakot,Неликвид/Весна - лето / Неликвид,500,-29,Ленты бордюрные садовые,0,0,-6%,666,0,-501,,-6%,0,-501,,0%,-6%,0.0,0,0.0,7476,0,0,0,0,0,0,0,,999,999,999,104,243,100,88,5,80,73,0,0,0,0,,500,666,-29,100,37,45,30,5,20,15
27017656,lentabordur_02x9gofzelN,Неликвид/Весна - лето / Неликвид,604,45,Ленты бордюрные садовые,27180,0,7%,755,0,-605,,7%,0,-605,,0%,7%,1.5,0,0.0,48075,1,0,0,0,0,0,0,,0,999,999,82,243,121,88,1,80,73,0,0,2010,2010,,604,755,45,121,43,45,30,5,24,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27518882,vkladavto,Неликвид,354,79,Защитные сидушки детские,0,,22%,506,0,-355,,22%,323,-32,36%,-36%,22%,0.0,0,0.0,0,0,#N/A,#N/A,0,0,0,0,,999,999,999,93,61,60,88,3,80,73,#N/A,#N/A,0,0,,354,506,79,60,22,39,30,5,14,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
119807257,gorshok_alisa2,Актив,355,26,Кашпо,69864,10374,7%,374,375,19,29%,-22%,0,-356,,29%,7%,6.6,1,0.2,0,7,4459,49,0,0,65,7,17,17,114,49,67,91,60,88,2,80,105,2914,2914,5030,5030,,355,374,26,60,44,120,30,5,14,5
101920673,gorshok_adel4N,Актив/Актив / Внесезонные,687,136,Кашпо,600369,98769,20%,687,555,-133,12%,7%,528,-160,8%,4%,20%,29.1,3,0.1,0,25,78840,360,0,0,91,12,15,15,150,120,72,219,117,88,3,80,224,61183,61183,118553,118553,,687,687,136,117,61,120,30,5,27,13
27017657,lentabordur_15x9gofzelN,Неликвид/Весна - лето / Неликвид,462,-2,Ленты бордюрные садовые,0,0,0%,616,0,-463,,0%,0,-463,,0%,0%,0.0,0,0.0,9673,0,0,0,0,0,0,0,,999,999,999,96,185,92,88,3,80,73,0,0,0,0,,462,616,-2,92,43,45,30,5,18,11
35920239,kryshka_konserv50,Актив/Осень / Сезонные,475,51,Крышки для банок,0,,11%,678,0,-476,,11%,379,-97,4%,-4%,11%,0.0,0,0.0,-1733,0,#N/A,#N/A,0,0,0,0,,999,999,999,46,168,90,88,1,80,73,#N/A,#N/A,0,0,,475,678,51,90,22,39,30,5,19,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14784117,DK-023,Неликвид,652,85,Колышки садовые,30318,12900,13%,1144,263,-390,-85%,98%,251,-402,-93%,8%,13%,1.6,1,0.4,183154,30,12900,60,0,0,0,39,39,39,90,90,60,215,130,88,6,84,727,5086,5086,3941,3941,,652,1144,85,130,64,45,30,5,26,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27025901,mediator_6N,Неликвид,196,-28,Медиаторы,89670,693,-14%,245,217,20,26%,-40%,198,1,20%,6%,-14%,15.3,11,0.7,35399,19,89,4,0,0,27,0,2,2,3,0,72,22,39,88,0,80,368,-858,-858,-12665,-12665,,196,245,-28,39,39,45,30,5,8,1
28137281,melki13,Неликвид,259,6,Мелки,0,,2%,370,218,-42,19%,-17%,214,-46,18%,1%,2%,0.0,0,0.0,-1040,0,#N/A,#N/A,0,0,0,0,,999,999,999,57,63,39,88,0,80,73,#N/A,#N/A,0,0,,259,370,6,39,22,45,30,5,10,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
25757462,parnik45_5dug_35N,Неликвид/Весна - лето / Неликвид,672,-498,Парники,11088,0,-74%,960,673,0,-32%,-42%,0,-673,,-32%,-74%,0.6,0,0.0,8178,7,0,0,0,0,0,0,,0,999,999,163,539,134,88,39,323,294,0,0,-8213,-8213,,672,960,-498,134,64,150,30,20,27,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
88164731,striniakkAS109_latyn,Актив/Проблемы с поставками / Дефицит,603,95,Струны,157926,49473,16%,862,632,28,26%,-10%,577,-27,19%,6%,16%,8.7,2,0.3,0,13,7452,0,36,0,239,0,27,27,103,0,57,207,121,88,0,80,109,22640,22640,24810,24810,,603,862,95,121,30,45,30,5,24,12
111586004,gorshok_adel3N,Актив,777,231,Кашпо,175991,97912,30%,801,448,-330,-5%,35%,432,-346,-9%,4%,30%,7.6,1,0.1,0,30,27688,138,0,0,350,18,65,65,728,206,72,201,132,88,3,80,249,112543,112543,52236,52236,,777,801,231,132,56,120,30,5,31,12
14337921,mulchakrug30_5kor,Неликвид,663,107,Укрывной материал для растений,74588,1757,16%,780,0,-664,,16%,0,-664,,0%,16%,3.8,0,0.1,90709,9,1757,7,0,0,0,2,2,2,21,21,57,251,113,88,2,80,60,749,749,12038,12038,,663,780,107,113,36,39,30,5,27,15
46138438,mulchakrug40_10kor,Актив/Весна - Лето (март-октябрь),1416,245,Укрывной материал для растений,204329,126144,17%,1666,1014,-403,-4%,21%,932,-485,-12%,9%,17%,4.8,1,0.2,2435,30,74304,129,0,0,90,27,46,46,219,129,129,576,241,88,13,136,156,53753,53753,35418,35418,,1416,1666,245,241,88,39,30,8,57,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
28224892,kolysh_prov100,Актив/Весна - Лето (март-октябрь),998,176,Колышки садовые,13473,69201,18%,1426,499,-500,-48%,65%,456,-543,-61%,13%,18%,0.5,0,0.0,11034,30,68831,186,0,0,1,413,416,416,999,999,46,370,200,88,8,98,89,32985,32985,2381,2381,,998,1426,176,200,56,45,30,6,40,22
28749679,korzinaluk_d30h74_3,Неликвид,571,111,Сажалки,18843,,19%,816,391,-181,-2%,22%,367,-205,-8%,6%,19%,1.1,0,0.0,133694,0,#N/A,#N/A,0,0,0,0,,999,999,999,57,135,114,88,1,80,46,#N/A,#N/A,3657,3657,,571,816,111,114,66,39,30,5,23,8
66554804,parnik_dachnik6N,Неликвид,1110,-71,Парники,14985,17100,-6%,1586,412,-699,-107%,101%,380,-731,-124%,17%,-6%,0.5,0,0.0,0,30,17100,38,0,0,0,84,84,84,999,999,109,450,222,88,39,326,297,-2686,-2686,-954,-954,,1110,1586,-71,222,61,150,30,21,44,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26989844,struna_redstarN,Актив/Проблемы с поставками / Дефицит,354,5,Струны,136361,13566,1%,505,0,-355,,1%,356,1,18%,-18%,1%,12.8,3,0.2,15862,20,1710,0,15,0,119,0,9,9,45,0,72,114,71,88,1,80,151,615,615,1991,1991,,354,505,5,71,29,45,30,5,14,7
26994081,lentabordur_10x9gofkorN,Неликвид/Весна - лето / Неликвид,378,5,Ленты бордюрные садовые,19391,0,1%,540,0,-379,,1%,286,-93,-8%,8%,1%,1.7,0,0.2,19996,9,0,0,0,0,0,0,,0,0,0,57,125,76,88,2,80,66,0,0,253,253,,378,540,5,76,35,45,30,5,15,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
63714572,ydobrenie_mikoriza,Неликвид,259,-46,Удобрения для открытого грунта,1010,,-18%,370,162,-98,-45%,27%,177,-83,-33%,-11%,-18%,0.1,0,2.5,0,0,#N/A,#N/A,0,0,0,0,,999,999,999,82,85,52,88,1,80,73,#N/A,#N/A,-181,-181,,259,370,-46,52,39,45,30,5,10,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27017831,korzinaluk_d30h74_5N,Неликвид/Весна - лето / Неликвид,640,11,Сажалки,66816,49974,2%,800,520,-121,-8%,10%,496,-145,-13%,5%,2%,3.5,1,0.2,26751,30,49750,222,0,0,1,64,64,64,333,331,48,224,128,88,7,96,909,2396,2396,1122,1122,,640,800,11,128,107,39,30,6,26,13
22926873,mulchanekura1_3,Актив/Весна - Лето (март-октябрь),1222,-104,Укрывной материал для растений,341671,0,-9%,1438,0,-1223,,-9%,0,-1223,,0%,-9%,9.3,0,0.0,149593,0,0,0,0,0,0,0,,0,999,999,168,639,208,88,26,229,167,0,0,-29129,-29129,,1222,1438,-104,208,119,39,30,14,49,38
