Номенклатура,Артикул,Группа,Стоимость,Прибыль,Предмет,Оборот в месяц,Цена остатка,Рентабельность,Базовая,Акция -8,Цена акция|Обычная,Рентабельность с акцией,Разница рент,Акция -15,Цена акция|Обычная,Рентабельность с акцией,Разница рент,Новая рентабельность,Продажи,Продажи за вчера,Тренд,Прибыль 2021,Дней в продаже,Цена остатка на стоках,Склад WB,FBS,Ожидание,Мойсклад,Оборачиваемость,Закончится через,Оборачиваемость склада,Обор посл день (весь),Обор посл день ВБ,Дней на сайте,Себес,Комиссия,Логистика ВБ,Литраж,Логистика литраж,Логистика мпстатс,Прибыль с партии,Прибыль с партии нов,Прибыль в мес,Новая прибыль,Изменение цены на...,Новая цена,Новая базовая,Прибыль новая,Новая комиссия,Упаковка,Платная приемка,Офис,Хранение в мес,Налог 1.5% + расход на рекламу 2.5%,% брака
18653467,mulchanekura1_5,Неликвид,3120,572,Укрывной материал для растений,142272,31680,18%,3670,1516,-1605,-24%,42%,1541,-1580,-22%,-2%,18%,1.5,0,0.0,350899,3,30690,1,30,0,31,1,21,21,999,999,490,990,530,88,84,653,1498,18294,18294,26068,26068,,3120,3670,572,530,119,39,30,42,125,59
28687799,muka_kost_2ZZZ,Неликвид,773,128,Удобрения для открытого грунта,0,,17%,1104,0,-774,,17%,618,-156,3%,-3%,17%,0.0,0,0.0,4189,0,#N/A,#N/A,0,0,0,0,,999,999,999,6,304,155,88,1,80,73,#N/A,#N/A,0,0,,773,1104,128,155,22,45,30,5,31,18
28759626,korzinaluk_kvadrat_zel_5,Неликвид/Весна - лето / Неликвид,428,-74,Сажалки,126346,53046,-17%,612,0,-429,,-17%,432,3,-3%,3%,-17%,9.8,6,0.6,264181,30,51705,270,0,0,7,27,28,28,49,48,77,192,86,88,6,85,1124,-20584,-20584,-21937,-21937,,428,612,-74,86,77,39,30,5,17,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
66547735,agrotkan11_5_zel,Неликвид,286,-185,Укрывной материал для растений,343,0,-65%,409,300,13,-34%,-30%,290,3,-39%,4%,-65%,0.0,0,0.0,0,13,0,0,0,0,0,0,,0,999,999,57,243,49,88,4,80,58,0,0,-222,-222,,286,409,-185,49,39,39,30,5,11,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
115775638,nabor_kaktusN,Актив,425,-48,Кашпо,50490,26245,-11%,607,468,42,12%,-23%,429,3,5%,7%,-11%,4.0,2,0.6,0,17,13630,94,0,0,87,24,46,46,78,40,57,145,72,88,2,80,217,-8666,-8666,-5688,-5688,,425,607,-48,72,116,120,30,5,17,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
28752822,karbamid_mochevina_25,Неликвид,496,-39,Удобрения для открытого грунта,10565,,-8%,708,0,-497,,-8%,396,-101,-18%,18%,-8%,0.7,0,0.0,6879,0,#N/A,#N/A,0,0,0,0,,999,999,999,84,238,99,88,7,91,83,#N/A,#N/A,-839,-839,,496,708,-39,99,37,45,30,5,20,14
27836481,krotolovka,Неликвид,321,-70,Защита от грызунов,0,,-22%,458,0,-322,,-22%,0,-322,,0%,-22%,0.0,0,0.0,338,0,#N/A,#N/A,0,0,0,0,,999,999,999,45,177,55,88,0,80,73,#N/A,#N/A,0,0,,321,458,-70,55,22,30,30,5,13,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13767593,agrotkan11_10,Неликвид/Март / Сезонные,641,-1,Укрывной материал для растений,249990,815,0%,916,0,-642,,0%,0,-642,,0%,0%,13.0,0,0.0,188581,2,0,0,0,0,3,0,0,0,999,999,37,272,109,88,14,143,130,-3,-3,-339,-339,,641,916,-1,109,37,39,30,9,26,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
13888939,naborkonserv,Неликвид/Весна - лето / Неликвид,422,66,Стерилизаторы для банок,25700,4838,16%,603,215,-208,-31%,47%,223,-200,-27%,-4%,16%,2.0,1,0.5,130191,30,4838,48,0,0,0,24,24,24,48,48,87,101,80,88,3,80,163,3181,3181,4035,4035,,422,603,66,80,37,39,30,5,17,6
17635364,klipsa_25_100,Неликвид/Весна - лето / Неликвид,306,-18,Ленты для растений,13954,13411,-6%,437,135,-172,-84%,78%,126,-181,-97%,12%,-6%,1.5,0,0.0,227039,30,13411,139,0,0,0,91,91,91,999,999,72,96,61,88,1,80,63,-2535,-2535,-832,-832,,306,437,-18,61,34,39,30,5,12,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
22927820,mulchanekura2_15,Актив/Весна - Лето (март-октябрь),603,208,Укрывной материал для растений,62953,8736,34%,709,218,-386,-42%,76%,226,-378,-37%,-5%,34%,3.5,0,0.0,73521,30,8736,84,0,0,0,24,24,24,999,999,73,104,103,88,5,81,88,17461,17461,21702,21702,,603,709,208,103,43,39,30,5,24,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27018993,nozhniciprepelN,Актив/Актив / Внесезонные,223,-21,Ножницы кухонные,34320,53251,-10%,319,214,-10,17%,-26%,225,1,20%,-4%,-10%,5.1,5,0.9,62389,30,40399,855,0,0,272,167,220,220,241,183,72,47,42,88,0,80,252,-24123,-24123,-3294,-3294,,223,319,-21,42,29,30,30,5,9,3
88155080,struniklasNS128_neilon,Актив/Проблемы с поставками / Дефицит,384,-10,Струны,90317,3150,-3%,549,423,38,19%,-21%,389,4,12%,6%,-3%,7.8,3,0.3,0,30,3150,21,0,0,0,3,3,3,8,8,72,150,77,88,0,80,145,-214,-214,-2397,-2397,,384,549,-10,77,29,45,30,5,15,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14862506,orehnin4l,Неликвид/Весна - лето / Неликвид,200,-79,Грунты для растений,5760,0,-39%,286,201,0,-3%,-36%,0,-201,,-3%,-39%,1.0,0,0.0,44864,10,0,0,0,0,0,0,,0,999,999,72,71,34,88,1,80,285,0,0,-2265,-2265,,200,286,-79,34,47,120,30,5,8,4
38073883,struni11_52,Актив/Спрос с сентября / Внесезонные,392,16,Струны,801209,18878,4%,560,394,1,18%,-14%,358,-35,11%,7%,4%,68.1,1,0.0,262009,24,0,0,0,1000,138,0,17,2,206,0,72,137,78,88,0,80,235,2275,2275,33688,33688,,392,560,16,78,22,45,30,5,16,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26994080,lentabordur_10x9gofchernN,Неликвид/Весна - лето / Неликвид,361,-6,Ленты бордюрные садовые,0,0,-2%,515,0,-362,,-2%,0,-362,,0%,-2%,0.0,0,0.0,10510,0,0,0,0,0,0,0,,999,999,999,113,125,72,88,2,80,73,0,0,0,0,,361,515,-6,72,33,45,30,5,14,8
26998059,miski_350mlXXX,Неликвид,318,-105,Миски для животных,286,,-33%,454,415,96,13%,-46%,408,89,11%,1%,-33%,0.0,0,0.0,10794,0,#N/A,#N/A,0,0,0,0,,999,999,999,40,207,54,88,3,80,73,#N/A,#N/A,-94,-94,,318,454,-105,54,22,39,30,5,13,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
66329083,DK-023_2,Неликвид/Весна - лето / Неликвид,578,-210,Колышки садовые,86700,0,-36%,825,528,-51,-40%,3%,0,-579,,-40%,-36%,5.0,0,0.1,0,0,0,0,0,0,0,0,,0,0,0,76,430,116,88,6,84,77,0,0,-31557,-31557,,578,825,-210,116,75,45,30,5,23,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14356936,pelmen5smkor,Актив,581,112,Пельменницы,290210,9388,19%,894,398,-184,-2%,21%,384,-198,-5%,3%,19%,16.7,10,0.6,161274,30,2065,11,0,308,39,1,22,3,5,1,72,188,110,88,0,80,236,5596,5596,55901,55901,,581,894,112,110,22,39,30,5,23,11
14356937,pelmen6smkor,Неликвид,388,-82,Пельменницы,216388,3870,-21%,681,389,0,-6%,-15%,306,-83,-32%,26%,-21%,18.6,0,0.0,164812,16,0,0,0,0,18,0,1,1,999,999,72,215,74,88,0,80,226,-1477,-1477,-45770,-45770,,388,681,-82,74,39,39,30,5,16,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
15075928,zagimbel,Актив/Актив / Внесезонные,205,-86,Держатели для простыни,295569,58771,-42%,293,223,17,-1%,-41%,208,2,-8%,7%,-42%,48.1,30,0.6,38022,30,58771,580,0,0,0,12,12,12,19,19,57,101,39,88,0,80,170,-49874,-49874,-123980,-123980,,205,293,-86,39,22,39,30,5,8,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
72689043,perlit_20lN,Неликвид/Весна - лето / Неликвид,602,102,Дренажи,18060,0,17%,860,0,-603,,17%,0,-603,,0%,17%,1.0,0,0.0,0,1,0,0,0,0,0,0,,0,999,999,46,134,102,88,7,97,88,0,0,3057,3057,,602,860,102,102,99,45,30,6,24,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
28766504,podkormka_zvet30,Актив,603,120,Удобрения для комнатных растений,0,0,20%,861,0,-604,,20%,0,-604,,0%,20%,0.0,0,0.0,30043,0,0,0,0,0,0,0,,999,999,999,82,191,121,88,1,80,73,0,0,0,0,,603,861,120,121,22,45,30,5,24,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
88154339,struniakk_AS210_med,Актив,636,166,Струны,184504,53792,26%,908,576,-61,26%,0%,0,-637,,26%,26%,9.7,4,0.4,0,2,12136,0,74,0,328,0,34,34,82,0,42,164,127,88,0,80,115,54609,54609,48299,48299,,636,908,166,127,29,45,30,5,25,10
28105870,cliny,Неликвид,605,61,Пасты для животных,49187,17360,10%,1009,444,-162,-7%,17%,423,-183,-12%,5%,10%,2.7,0,0.1,55438,30,17360,70,0,0,0,26,26,26,212,212,57,248,103,88,1,80,106,4273,4273,4963,4963,,605,1009,61,103,40,39,30,5,24,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
111550917,podstavkashar13_2,Актив,811,169,Подставки для воздушных шаров,149873,43422,21%,1159,658,-154,12%,9%,602,-210,5%,8%,21%,6.2,1,0.2,0,30,30161,116,0,800,51,19,157,27,167,116,72,260,138,88,3,80,238,28265,28265,31277,31277,,811,1159,169,138,81,39,30,5,32,16
26990831,monokaliyfosfatN,Неликвид/Весна - лето / Неликвид,272,-83,Удобрения для открытого грунта,36557,0,-31%,388,0,-273,,-31%,0,-273,,0%,-31%,4.5,0,0.0,54384,8,0,0,0,0,0,0,,0,999,999,72,145,54,88,1,80,114,0,0,-11196,-11196,,272,388,-83,54,22,45,30,5,11,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
26987272,vedro15N,Неликвид,771,-24,Ведра садовые,4626,,-3%,1102,0,-772,,-3%,617,-155,9%,-9%,-3%,0.2,0,0.0,4845,0,#N/A,#N/A,0,0,0,0,,999,999,999,205,254,154,88,31,266,242,#N/A,#N/A,-142,-142,,771,1102,-24,154,28,120,30,17,31,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
15075927,zagimbeg,Неликвид,408,81,Держатели для простыни,43085,44974,20%,627,188,-221,-33%,53%,188,-221,-33%,0%,20%,3.5,1,0.2,22084,30,44974,494,0,0,0,140,140,140,737,737,57,91,78,88,0,80,203,40126,40126,8578,8578,,408,627,81,78,22,39,30,5,16,5
26759878,parnik35_4dug_35N,Неликвид,547,-556,Парники,12143,,-102%,782,498,-50,-62%,-39%,453,-95,-77%,15%,-102%,0.7,0,0.0,3430,0,#N/A,#N/A,0,0,0,0,,999,999,999,312,406,109,88,39,326,297,#N/A,#N/A,-12348,-12348,,547,782,-556,109,165,150,30,21,22,24
28224353,miski_500ml,Неликвид,574,17,Миски для животных,2239,3679,3%,820,483,-92,-2%,5%,475,-100,-3%,2%,3%,0.1,0,0.0,-1925,30,3679,13,0,0,0,100,100,100,999,999,80,283,98,88,0,80,73,222,222,66,66,,574,820,17,98,22,39,30,5,23,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
15075929,zagimchern,Неликвид,321,14,Держатели для простыни,49691,58084,4%,494,192,-130,-22%,27%,202,-120,-17%,-6%,4%,5.2,1,0.1,30951,30,43062,473,0,0,165,92,124,124,952,706,57,91,61,88,0,80,78,9084,9084,2204,2204,,321,494,14,61,22,39,30,5,13,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
14862505,mulchakrug90_5kor,Актив/Весна - Лето (март-октябрь),2275,457,Укрывной материал для растений,211575,41976,20%,2676,1708,-568,1%,19%,1552,-724,-8%,9%,20%,3.1,0,0.0,386445,10,41976,0,44,0,44,0,14,14,999,999,115,954,387,88,16,160,119,20103,20103,42490,42490,,2275,2676,457,387,130,39,30,10,91,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27009263,dyrokolN,Актив,470,62,Дыроколы,91086,4016,13%,587,499,28,32%,-19%,475,4,29%,3%,13%,6.5,0,0.1,19276,20,161,1,0,500,24,0,81,4,76,3,145,161,71,88,0,80,329,1547,1547,11993,11993,,470,587,62,71,34,39,30,5,19,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
27027409,prisoska_10N,Актив/Новинки,190,-24,Присоски для аквариумов,10716,16,-12%,238,205,14,30%,-42%,192,1,26%,4%,-12%,1.9,0,0.0,90550,13,0,0,0,300,1,0,,1,999,999,72,16,32,88,2,80,278,-24,-24,-1326,-1326,,190,238,-24,32,42,30,30,5,8,1
27017660,privodteplic22_26ZZZ,Неликвид/Весна - лето / Неликвид,1695,-74,Термоприводы для теплиц,0,5780,-4%,2421,1428,-268,-24%,19%,1404,-292,-26%,2%,-4%,0.0,0,0.0,12738,30,5780,5,0,0,0,0,,999,999,999,156,1156,339,88,1,80,73,-368,-368,0,0,,1695,2421,-74,339,22,120,30,5,68,69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
30046733,chatala_d36_2,Неликвид,349,27,Опоры для растений,12145,3633,8%,498,149,-201,-65%,73%,139,-211,-76%,11%,8%,1.2,0,0.0,5776,30,3633,43,0,0,0,37,37,37,999,999,72,84,70,88,0,80,136,1168,1168,945,945,,349,498,27,70,34,120,30,5,14,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
112370878,karbamid_mochevina5kg,Неликвид,974,-26,Удобрения для открытого грунта,0,500,-3%,1392,0,-975,,-3%,0,-975,,0%,-3%,0.0,0,0.0,0,0,0,0,0,0,1,0,,999,999,999,33,500,195,88,7,91,83,-26,-26,0,0,,974,1392,-26,195,110,45,30,5,39,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,88,,80,73,,,,,,,,,,,,,5,,
